run,k,mature_acc,mature_rej,entropy,count_apple,count_car,count_cow,count_cup,count_dog,count_horse,count_pear,count_tomato,early_acc_running
B_shuffle_4,79,0.825,0.0375,2.8745,47,16,44,25,30,14,17,31,0.8533
B_shuffle_4,80,0.825,0.0375,2.8658,50,16,44,25,30,14,17,31,0.8421
C_blocked,1,0.0875,0.6875,-0.0,3,0,0,0,0,0,0,0,1.0
C_blocked,2,0.1,0.65,-0.0,6,0,0,0,0,0,0,0,1.0
C_blocked,3,0.1,0.65,-0.0,10,0,0,0,0,0,0,0,1.0
C_blocked,4,0.1125,0.6375,-0.0,12,0,0,0,0,0,0,0,1.0
C_blocked,5,0.125,0.625,-0.0,14,0,0,0,0,0,0,0,1.0
C_blocked,6,0.125,0.625,-0.0,17,0,0,0,0,0,0,0,1.0
C_blocked,7,0.125,0.625,-0.0,19,0,0,0,0,0,0,0,1.0
C_blocked,8,0.125,0.625,-0.0,22,0,0,0,0,0,0,0,1.0
C_blocked,9,0.125,0.625,-0.0,25,0,0,0,0,0,0,0,1.0
C_blocked,10,0.1625,0.625,0.4912,25,0,0,0,0,0,3,0,0.9
C_blocked,11,0.225,0.5625,0.9024,25,3,0,0,0,0,3,0,0.9091
C_blocked,12,0.225,0.5625,0.9024,25,3,0,0,0,0,3,0,0.9091
C_blocked,13,0.25,0.5375,1.0304,25,5,0,0,0,0,3,0,0.9167
C_blocked,14,0.25,0.5375,1.1149,25,7,0,0,0,0,3,0,0.9231
C_blocked,15,0.25,0.5375,1.1721,25,9,0,0,0,0,3,0,0.9286
C_blocked,16,0.25,0.5375,1.1721,25,9,0,0,0,0,3,0,0.9286
C_blocked,17,0.25,0.5375,1.2109,25,11,0,0,0,0,3,0,0.9333
C_blocked,18,0.25,0.5375,1.2366,25,13,0,0,0,0,3,0,0.9375
C_blocked,19,0.2625,0.525,1.2458,25,14,0,0,0,0,3,0,0.9412
C_blocked,20,0.2625,0.525,1.2583,25,16,0,0,0,0,3,0,0.9444
C_blocked,21,0.375,0.325,1.5204,25,16,3,0,0,0,3,0,0.9474
C_blocked,22,0.3875,0.3125,1.6366,25,16,6,0,0,0,3,0,0.95
C_blocked,23,0.3875,0.3125,1.7019,25,16,9,0,0,0,3,0,0.9524
C_blocked,24,0.3875,0.275,1.7459,25,16,13,0,0,0,3,0,0.9545
C_blocked,25,0.3875,0.275,1.7594,25,16,16,0,0,0,3,0,0.9565
C_blocked,26,0.3875,0.275,1.7611,25,16,20,0,0,0,3,0,0.9583
C_blocked,27,0.3875,0.275,1.7543,25,16,23,0,0,0,3,0,0.96
C_blocked,28,0.3875,0.275,1.738,25,16,27,0,0,0,3,0,0.9615
C_blocked,29,0.3875,0.275,1.7222,25,16,30,0,0,0,3,0,0.963
C_blocked,30,0.3875,0.275,1.6979,25,16,34,0,0,0,3,0,0.9643
C_blocked,31,0.4875,0.175,1.8241,25,16,34,2,0,0,3,0,0.9655
C_blocked,32,0.5125,0.15,1.8963,25,16,34,4,0,0,3,0,0.9667
C_blocked,33,0.5125,0.15,1.9685,25,16,34,7,0,0,3,0,0.9677
C_blocked,34,0.5125,0.15,2.0021,25,16,34,9,0,0,3,0,0.9688
C_blocked,35,0.5125,0.15,2.038,25,16,34,12,0,0,3,0,0.9697
C_blocked,36,0.5125,0.15,2.0614,25,16,34,15,0,0,3,0,0.9706
C_blocked,37,0.5125,0.15,2.0758,25,16,34,18,0,0,3,0,0.9714
C_blocked,38,0.5125,0.15,2.0814,25,16,34,20,0,0,3,0,0.9722
C_blocked,39,0.5125,0.15,2.0845,25,16,34,22,0,0,3,0,0.973
C_blocked,40,0.5125,0.15,2.0853,25,16,34,25,0,0,3,0,0.9737
C_blocked,41,0.575,0.1,2.2121,25,16,34,25,3,0,3,0,0.9744
C_blocked,42,0.5875,0.075,2.278,25,16,34,25,6,0,3,0,0.975
C_blocked,43,0.5875,0.075,2.2549,25,16,38,25,6,0,3,0,0.9512
C_blocked,44,0.6,0.0625,2.2985,25,16,38,25,9,0,3,0,0.9524
C_blocked,45,0.6,0.0625,2.3363,25,16,38,25,13,0,3,0,0.9535
C_blocked,46,0.6125,0.05,2.3541,25,16,38,25,16,0,3,0,0.9545
C_blocked,47,0.625,0.05,2.3655,25,16,38,25,19,0,3,0,0.9556
C_blocked,48,0.625,0.05,2.3719,25,16,38,25,22,0,3,0,0.9565
C_blocked,49,0.625,0.05,2.3742,25,16,38,25,26,0,3,0,0.9574
C_blocked,50,0.625,0.05,2.3712,25,16,38,25,30,0,3,0,0.9583
C_blocked,51,0.675,0.05,2.4457,25,16,38,25,30,2,3,0,0.9592
C_blocked,52,0.675,0.05,2.4327,25,16,41,25,30,2,3,0,0.94
C_blocked,53,0.675,0.05,2.4327,25,16,41,25,30,2,3,0,0.94
C_blocked,54,0.675,0.05,2.4942,25,16,41,25,30,5,3,0,0.9412
C_blocked,55,0.675,0.05,2.523,25,16,41,25,30,7,3,0,0.9423
C_blocked,56,0.675,0.05,2.5087,25,16,44,25,30,7,3,0,0.9245
C_blocked,57,0.675,0.05,2.5087,25,16,44,25,30,7,3,0,0.9245
C_blocked,58,0.6875,0.0375,2.5315,25,16,44,25,30,9,3,0,0.9259
C_blocked,59,0.7,0.0375,2.5498,25,16,44,25,30,11,3,0,0.9273
C_blocked,60,0.7,0.0375,2.5706,25,16,44,25,30,14,3,0,0.9286
C_blocked,61,0.7375,0.0375,2.6317,25,16,44,25,30,14,7,0,0.9298
C_blocked,62,0.725,0.0375,2.6315,28,16,44,25,30,14,7,0,0.9138
C_blocked,63,0.725,0.0375,2.6276,32,16,44,25,30,14,7,0,0.8983
C_blocked,64,0.725,0.0375,2.6574,32,16,44,25,30,14,10,0,0.9
C_blocked,65,0.7125,0.0375,2.6523,35,16,44,25,30,14,10,0,0.8852
C_blocked,66,0.7125,0.0375,2.6458,38,16,44,25,30,14,10,0,0.871
C_blocked,67,0.7125,0.0375,2.6351,42,16,44,25,30,14,10,0,0.8571
C_blocked,68,0.7,0.0375,2.6932,42,16,44,25,30,14,10,2,0.8438
C_blocked,69,0.7,0.0375,2.7144,42,16,44,25,30,14,13,2,0.8462
C_blocked,70,0.725,0.0375,2.7341,42,16,44,25,30,14,17,2,0.8485
C_blocked,71,0.7875,0.0375,2.7943,42,16,44,25,30,14,17,6,0.8507
C_blocked,72,0.8375,0.0375,2.8314,42,16,44,25,30,14,17,10,0.8529
C_blocked,73,0.8375,0.0375,2.8558,42,16,44,25,30,14,17,14,0.8551
C_blocked,74,0.85,0.0375,2.8433,46,16,44,25,30,14,17,14,0.8429
C_blocked,75,0.8375,0.0375,2.8597,46,16,44,25,30,14,17,18,0.8451
C_blocked,76,0.8375,0.0375,2.8679,46,16,44,25,30,14,17,21,0.8472
C_blocked,77,0.8375,0.0375,2.8745,46,16,44,25,30,14,17,25,0.8493
C_blocked,78,0.825,0.0375,2.8621,50,16,44,25,30,14,17,25,0.8378
C_blocked,79,0.825,0.0375,2.8649,50,16,44,25,30,14,17,28,0.84
C_blocked,80,0.825,0.0375,2.8658,50,16,44,25,30,14,17,31,0.8421
D_raw,1,0.0875,0.6875,-0.0,3,0,0,0,0,0,0,0,1.0
D_raw,2,0.15,0.625,1.0,3,3,0,0,0,0,0,0,1.0
D_raw,3,0.2625,0.425,1.585,3,3,3,0,0,0,0,0,1.0
D_raw,4,0.3625,0.325,1.9808,3,3,3,2,0,0,0,0,1.0
D_raw,5,0.4125,0.275,2.306,3,3,3,2,3,0,0,0,1.0
D_raw,6,0.4625,0.275,2.5613,3,3,3,2,3,2,0,0,1.0
D_raw,7,0.525,0.2375,2.771,3,3,3,2,3,2,4,0,1.0
D_raw,8,0.575,0.2375,2.9591,3,3,3,2,3,2,4,4,1.0
D_raw,9,0.65,0.2375,2.9114,6,3,3,2,3,2,4,4,1.0
D_raw,10,0.65,0.2375,2.9114,6,3,3,2,3,2,4,4,1.0
D_raw,11,0.6625,0.225,2.8892,6,3,6,2,3,2,4,4,1.0
D_raw,12,0.6875,0.2,2.921,6,3,6,4,3,2,4,4,1.0
D_raw,13,0.7,0.1375,2.9212,6,3,6,4,6,2,4,4,1.0
D_raw,14,0.7125,0.1375,2.8715,6,3,9,4,6,2,4,4,0.9231
D_raw,15,0.7,0.125,2.8375,9,3,9,4,6,2,4,4,0.8571
D_raw,16,0.7,0.125,2.8402,9,3,9,4,6,2,4,8,0.8667
D_raw,17,0.725,0.125,2.78,13,3,9,4,6,2,4,8,0.875
D_raw,18,0.75,0.1,2.8145,13,5,9,4,6,2,4,8,0.8824
D_raw,19,0.75,0.1,2.7874,13,5,12,4,6,2,4,8,0.8889
D_raw,20,0.75,0.1,2.8172,13,5,12,7,6,2,4,8,0.8947
D_raw,21,0.75,0.1,2.7688,13,5,16,7,6,2,4,8,0.85
D_raw,22,0.75,0.1,2.7688,13,5,16,7,6,2,4,8,0.85
D_raw,23,0.725,0.1,2.7261,17,5,16,7,6,2,4,8,0.8095
D_raw,24,0.7375,0.1,2.7277,17,5,16,7,6,2,4,12,0.8182
D_raw,25,0.75,0.0875,2.7061,19,5,16,7,6,2,4,12,0.8261
D_raw,26,0.75,0.0875,2.7303,19,7,16,7,6,2,4,12,0.8333
D_raw,27,0.75,0.0875,2.6956,19,7,20,7,6,2,4,12,0.84
D_raw,28,0.75,0.0875,2.7106,19,7,20,9,6,2,4,12,0.8462
D_raw,29,0.7625,0.075,2.7371,19,7,20,9,9,2,4,12,0.8519
D_raw,30,0.7625,0.075,2.8036,19,7,20,9,9,5,4,12,0.8571
D_raw,31,0.7625,0.075,2.8442,19,7,20,9,9,5,7,12,0.8621
D_raw,32,0.7625,0.075,2.8119,23,7,20,9,9,5,7,12,0.8333
D_raw,33,0.775,0.075,2.7937,25,7,20,9,9,5,7,12,0.8387
D_raw,34,0.775,0.075,2.8099,25,9,20,9,9,5,7,12,0.8438
D_raw,35,0.775,0.075,2.7909,25,9,23,9,9,5,7,12,0.8485
D_raw,36,0.775,0.075,2.8048,25,9,23,12,9,5,7,12,0.8529
D_raw,37,0.775,0.075,2.8216,25,9,23,12,13,5,7,12,0.8571
D_raw,38,0.775,0.075,2.8464,25,9,23,12,13,7,7,12,0.8611
D_raw,39,0.7625,0.075,2.8248,28,9,23,12,13,7,7,12,0.8378
D_raw,40,0.75,0.075,2.8315,28,9,23,12,13,7,7,16,0.8421
D_raw,41,0.7625,0.075,2.8099,31,9,23,12,13,7,7,16,0.8462
D_raw,42,0.7625,0.075,2.8099,31,9,23,12,13,7,7,16,0.8462
D_raw,43,0.7625,0.075,2.7921,31,9,27,12,13,7,7,16,0.85
D_raw,44,0.7625,0.075,2.8018,31,9,27,15,13,7,7,16,0.8537
D_raw,45,0.775,0.0625,2.8094,31,9,27,15,16,7,7,16,0.8571
D_raw,46,0.775,0.0625,2.7951,31,9,30,15,16,7,7,16,0.8372
D_raw,47,0.775,0.0625,2.7779,34,9,30,15,16,7,7,16,0.8182
D_raw,48,0.775,0.0625,2.7818,34,9,30,15,16,7,7,19,0.8222
D_raw,49,0.775,0.0625,2.7702,36,9,30,15,16,7,7,19,0.8261
D_raw,50,0.775,0.0625,2.785,36,11,30,15,16,7,7,19,0.8298
D_raw,51,0.775,0.0625,2.7723,36,11,33,15,16,7,7,19,0.8333
D_raw,52,0.775,0.0625,2.7799,36,11,33,18,16,7,7,19,0.8367
D_raw,53,0.7875,0.0625,2.786,36,11,33,18,19,7,7,19,0.84
D_raw,54,0.7875,0.0625,2.786,36,11,33,18,19,7,7,19,0.84
D_raw,55,0.7875,0.0625,2.7656,40,11,33,18,19,7,7,19,0.8235
D_raw,56,0.7875,0.0625,2.7689,40,11,33,18,19,7,7,23,0.8269
D_raw,57,0.7875,0.0625,2.7535,43,11,33,18,19,7,7,23,0.8302
D_raw,58,0.7875,0.0625,2.7658,43,13,33,18,19,7,7,23,0.8333
D_raw,59,0.7875,0.0625,2.7532,43,13,37,18,19,7,7,23,0.8364
D_raw,60,0.7875,0.0625,2.7578,43,13,37,20,19,7,7,23,0.8393
D_raw,61,0.7875,0.0625,2.763,43,13,37,20,22,7,7,23,0.8421
D_raw,62,0.8,0.05,2.7823,43,13,37,20,22,9,7,23,0.8448
D_raw,63,0.7875,0.05,2.7832,43,13,37,20,22,9,7,25,0.8305
D_raw,64,0.775,0.05,2.7655,47,13,37,20,22,9,7,25,0.8167
D_raw,65,0.775,0.05,2.7514,50,13,37,20,22,9,7,25,0.8197
D_raw,66,0.7875,0.0375,2.7569,50,14,37,20,22,9,7,25,0.8226
D_raw,67,0.7875,0.0375,2.7491,50,14,40,20,22,9,7,25,0.8254
D_raw,68,0.7875,0.0375,2.7534,50,14,40,22,22,9,7,25,0.8281
D_raw,69,0.7875,0.0375,2.7584,50,14,40,22,26,9,7,25,0.8308
D_raw,70,0.8,0.0375,2.774,50,14,40,22,26,11,7,25,0.8333
D_raw,71,0.8,0.0375,2.8008,50,14,40,22,26,11,10,25,0.8358
D_raw,72,0.8,0.0375,2.8024,50,14,40,22,26,11,10,28,0.8382
D_raw,73,0.8,0.0375,2.8221,50,14,40,22,26,11,13,28,0.8261
D_raw,74,0.8,0.0375,2.8314,50,16,40,22,26,11,13,28,0.8286
D_raw,75,0.8,0.0375,2.8214,50,16,44,22,26,11,13,28,0.831
D_raw,76,0.8,0.0375,2.8263,50,16,44,25,26,11,13,28,0.8333
D_raw,77,0.8,0.0375,2.8285,50,16,44,25,30,11,13,28,0.8356
D_raw,78,0.8,0.0375,2.8462,50,16,44,25,30,14,13,28,0.8378
D_raw,79,0.825,0.0375,2.8649,50,16,44,25,30,14,17,28,0.84
D_raw,80,0.825,0.0375,2.8658,50,16,44,25,30,14,17,31,0.8421
