condition,N,seed,early_accuracy,mature_fidelity,mature_accuracy,mdir_entropy,early_acc_apple,fidelity_apple,mature_acc_apple,winner_pct_apple,mdir_reg_apple,early_acc_car,fidelity_car,mature_acc_car,winner_pct_car,mdir_reg_car,early_acc_cow,fidelity_cow,mature_acc_cow,winner_pct_cow,mdir_reg_cow,early_acc_cup,fidelity_cup,mature_acc_cup,winner_pct_cup,mdir_reg_cup,early_acc_dog,fidelity_dog,mature_acc_dog,winner_pct_dog,mdir_reg_dog,early_acc_horse,fidelity_horse,mature_acc_horse,winner_pct_horse,mdir_reg_horse,early_acc_pear,fidelity_pear,mature_acc_pear,winner_pct_pear,mdir_reg_pear,early_acc_tomato,fidelity_tomato,mature_acc_tomato,winner_pct_tomato,mdir_reg_tomato,cm_apple_apple,cm_apple_car,cm_apple_cow,cm_apple_cup,cm_apple_dog,cm_apple_horse,cm_apple_pear,cm_apple_tomato,cm_car_apple,cm_car_car,cm_car_cow,cm_car_cup,cm_car_dog,cm_car_horse,cm_car_pear,cm_car_tomato,cm_cow_apple,cm_cow_car,cm_cow_cow,cm_cow_cup,cm_cow_dog,cm_cow_horse,cm_cow_pear,cm_cow_tomato,cm_cup_apple,cm_cup_car,cm_cup_cow,cm_cup_cup,cm_cup_dog,cm_cup_horse,cm_cup_pear,cm_cup_tomato,cm_dog_apple,cm_dog_car,cm_dog_cow,cm_dog_cup,cm_dog_dog,cm_dog_horse,cm_dog_pear,cm_dog_tomato,cm_horse_apple,cm_horse_car,cm_horse_cow,cm_horse_cup,cm_horse_dog,cm_horse_horse,cm_horse_pear,cm_horse_tomato,cm_pear_apple,cm_pear_car,cm_pear_cow,cm_pear_cup,cm_pear_dog,cm_pear_horse,cm_pear_pear,cm_pear_tomato,cm_tomato_apple,cm_tomato_car,cm_tomato_cow,cm_tomato_cup,cm_tomato_dog,cm_tomato_horse,cm_tomato_pear,cm_tomato_tomato
C,50,3,0.8,0.92,0.72,2.8032,1.0,1.0,1.0,0.36,27,1.0,1.0,1.0,0.14,10,0.8333,1.0,0.8333,0.1,10,1.0,1.0,1.0,0.12,10,0.8333,0.8333,0.6667,0.08,10,1.0,1.0,1.0,0.16,15,0.1667,0.8333,0.0,0.0,3,0.5,0.6667,0.1667,0.02,10,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1
C,50,4,0.8,0.92,0.72,2.8032,1.0,1.0,1.0,0.36,27,1.0,1.0,1.0,0.14,10,0.8333,1.0,0.8333,0.1,10,1.0,1.0,1.0,0.12,10,0.8333,0.8333,0.6667,0.08,10,1.0,1.0,1.0,0.16,15,0.1667,0.8333,0.0,0.0,3,0.5,0.6667,0.1667,0.02,10,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1
C,100,0,0.82,0.88,0.72,2.9243,0.9231,0.9231,1.0,0.35,48,0.9231,1.0,0.9231,0.12,20,0.8462,0.9231,0.7692,0.11,26,1.0,1.0,1.0,0.13,23,0.9167,0.9167,0.8333,0.1,25,1.0,1.0,1.0,0.16,30,0.3333,0.6667,0.0,0.0,16,0.5833,0.5833,0.1667,0.02,23,13,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,1,0,10,1,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2
C,100,1,0.82,0.88,0.72,2.9243,0.9231,0.9231,1.0,0.35,48,0.9231,1.0,0.9231,0.12,20,0.8462,0.9231,0.7692,0.11,26,1.0,1.0,1.0,0.13,23,0.9167,0.9167,0.8333,0.1,25,1.0,1.0,1.0,0.16,30,0.3333,0.6667,0.0,0.0,16,0.5833,0.5833,0.1667,0.02,23,13,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,1,0,10,1,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2
C,100,2,0.82,0.88,0.72,2.9243,0.9231,0.9231,1.0,0.35,48,0.9231,1.0,0.9231,0.12,20,0.8462,0.9231,0.7692,0.11,26,1.0,1.0,1.0,0.13,23,0.9167,0.9167,0.8333,0.1,25,1.0,1.0,1.0,0.16,30,0.3333,0.6667,0.0,0.0,16,0.5833,0.5833,0.1667,0.02,23,13,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,1,0,10,1,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2
C,100,3,0.82,0.88,0.72,2.9243,0.9231,0.9231,1.0,0.35,48,0.9231,1.0,0.9231,0.12,20,0.8462,0.9231,0.7692,0.11,26,1.0,1.0,1.0,0.13,23,0.9167,0.9167,0.8333,0.1,25,1.0,1.0,1.0,0.16,30,0.3333,0.6667,0.0,0.0,16,0.5833,0.5833,0.1667,0.02,23,13,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,1,0,10,1,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2
C,100,4,0.82,0.88,0.72,2.9243,0.9231,0.9231,1.0,0.35,48,0.9231,1.0,0.9231,0.12,20,0.8462,0.9231,0.7692,0.11,26,1.0,1.0,1.0,0.13,23,0.9167,0.9167,0.8333,0.1,25,1.0,1.0,1.0,0.16,30,0.3333,0.6667,0.0,0.0,16,0.5833,0.5833,0.1667,0.02,23,13,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,1,0,10,1,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2
C,200,0,0.775,0.91,0.735,2.9433,0.92,0.92,0.92,0.335,58,0.96,1.0,0.96,0.12,45,0.88,0.92,0.88,0.115,56,0.96,0.96,1.0,0.125,52,0.92,1.0,0.92,0.115,52,0.96,0.92,0.96,0.145,55,0.24,0.76,0.0,0.0,22,0.36,0.8,0.24,0.03,31,23,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,22,0,0,3,0,0,0,0,0,25,0,0,0,0,0,0,0,0,23,2,0,0,0,0,1,0,0,24,0,0,25,0,0,0,0,0,0,0,19,0,0,0,0,0,0,6
C,200,1,0.775,0.91,0.735,2.9433,0.92,0.92,0.92,0.335,58,0.96,1.0,0.96,0.12,45,0.88,0.92,0.88,0.115,56,0.96,0.96,1.0,0.125,52,0.92,1.0,0.92,0.115,52,0.96,0.92,0.96,0.145,55,0.24,0.76,0.0,0.0,22,0.36,0.8,0.24,0.03,31,23,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,22,0,0,3,0,0,0,0,0,25,0,0,0,0,0,0,0,0,23,2,0,0,0,0,1,0,0,24,0,0,25,0,0,0,0,0,0,0,19,0,0,0,0,0,0,6
C,200,2,0.775,0.91,0.735,2.9433,0.92,0.92,0.92,0.335,58,0.96,1.0,0.96,0.12,45,0.88,0.92,0.88,0.115,56,0.96,0.96,1.0,0.125,52,0.92,1.0,0.92,0.115,52,0.96,0.92,0.96,0.145,55,0.24,0.76,0.0,0.0,22,0.36,0.8,0.24,0.03,31,23,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,22,0,0,3,0,0,0,0,0,25,0,0,0,0,0,0,0,0,23,2,0,0,0,0,1,0,0,24,0,0,25,0,0,0,0,0,0,0,19,0,0,0,0,0,0,6
C,200,3,0.775,0.91,0.735,2.9433,0.92,0.92,0.92,0.335,58,0.96,1.0,0.96,0.12,45,0.88,0.92,0.88,0.115,56,0.96,0.96,1.0,0.125,52,0.92,1.0,0.92,0.115,52,0.96,0.92,0.96,0.145,55,0.24,0.76,0.0,0.0,22,0.36,0.8,0.24,0.03,31,23,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,22,0,0,3,0,0,0,0,0,25,0,0,0,0,0,0,0,0,23,2,0,0,0,0,1,0,0,24,0,0,25,0,0,0,0,0,0,0,19,0,0,0,0,0,0,6
C,200,4,0.775,0.91,0.735,2.9433,0.92,0.92,0.92,0.335,58,0.96,1.0,0.96,0.12,45,0.88,0.92,0.88,0.115,56,0.96,0.96,1.0,0.125,52,0.92,1.0,0.92,0.115,52,0.96,0.92,0.96,0.145,55,0.24,0.76,0.0,0.0,22,0.36,0.8,0.24,0.03,31,23,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,22,0,0,3,0,0,0,0,0,25,0,0,0,0,0,0,0,0,23,2,0,0,0,0,1,0,0,24,0,0,25,0,0,0,0,0,0,0,19,0,0,0,0,0,0,6
C,400,0,0.8525,0.93,0.8775,2.9899,0.9608,0.9804,0.9804,0.2125,140,0.98,1.0,0.98,0.125,111,0.84,0.9,0.78,0.0975,114,0.84,0.84,0.98,0.1225,102,0.9592,1.0,0.9592,0.1175,114,0.96,0.96,0.98,0.15,124,0.62,0.9,0.68,0.085,98,0.66,0.86,0.68,0.085,97,50,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,2,0,39,0,0,9,0,0,0,1,0,49,0,0,0,0,0,0,0,0,47,2,0,0,1,0,0,0,0,49,0,0,16,0,0,0,0,0,34,0,16,0,0,0,0,0,0,34
C,400,1,0.8525,0.93,0.8775,2.9899,0.9608,0.9804,0.9804,0.2125,140,0.98,1.0,0.98,0.125,111,0.84,0.9,0.78,0.0975,114,0.84,0.84,0.98,0.1225,102,0.9592,1.0,0.9592,0.1175,114,0.96,0.96,0.98,0.15,124,0.62,0.9,0.68,0.085,98,0.66,0.86,0.68,0.085,97,50,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,2,0,39,0,0,9,0,0,0,1,0,49,0,0,0,0,0,0,0,0,47,2,0,0,1,0,0,0,0,49,0,0,16,0,0,0,0,0,34,0,16,0,0,0,0,0,0,34
C,400,2,0.8525,0.93,0.8775,2.9899,0.9608,0.9804,0.9804,0.2125,140,0.98,1.0,0.98,0.125,111,0.84,0.9,0.78,0.0975,114,0.84,0.84,0.98,0.1225,102,0.9592,1.0,0.9592,0.1175,114,0.96,0.96,0.98,0.15,124,0.62,0.9,0.68,0.085,98,0.66,0.86,0.68,0.085,97,50,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,2,0,39,0,0,9,0,0,0,1,0,49,0,0,0,0,0,0,0,0,47,2,0,0,1,0,0,0,0,49,0,0,16,0,0,0,0,0,34,0,16,0,0,0,0,0,0,34
C,400,3,0.8525,0.93,0.8775,2.9899,0.9608,0.9804,0.9804,0.2125,140,0.98,1.0,0.98,0.125,111,0.84,0.9,0.78,0.0975,114,0.84,0.84,0.98,0.1225,102,0.9592,1.0,0.9592,0.1175,114,0.96,0.96,0.98,0.15,124,0.62,0.9,0.68,0.085,98,0.66,0.86,0.68,0.085,97,50,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,2,0,39,0,0,9,0,0,0,1,0,49,0,0,0,0,0,0,0,0,47,2,0,0,1,0,0,0,0,49,0,0,16,0,0,0,0,0,34,0,16,0,0,0,0,0,0,34
C,400,4,0.8525,0.93,0.8775,2.9899,0.9608,0.9804,0.9804,0.2125,140,0.98,1.0,0.98,0.125,111,0.84,0.9,0.78,0.0975,114,0.84,0.84,0.98,0.1225,102,0.9592,1.0,0.9592,0.1175,114,0.96,0.96,0.98,0.15,124,0.62,0.9,0.68,0.085,98,0.66,0.86,0.68,0.085,97,50,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,2,0,39,0,0,9,0,0,0,1,0,49,0,0,0,0,0,0,0,0,47,2,0,0,1,0,0,0,0,49,0,0,16,0,0,0,0,0,34,0,16,0,0,0,0,0,0,34
D,50,0,0.9167,0.9583,0.9583,2.9473,1.0,1.0,1.0,0.1667,24,1.0,1.0,1.0,0.125,14,1.0,1.0,1.0,0.125,18,0.6667,0.6667,1.0,0.125,11,1.0,1.0,1.0,0.125,16,1.0,1.0,1.0,0.125,14,0.6667,1.0,0.6667,0.0833,12,1.0,1.0,1.0,0.125,23,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6
D,50,1,0.875,0.9167,0.7917,2.9184,1.0,1.0,1.0,0.2708,30,1.0,1.0,1.0,0.125,15,0.6667,1.0,0.6667,0.0833,13,1.0,1.0,1.0,0.125,15,0.8333,1.0,0.8333,0.1042,14,1.0,1.0,1.0,0.1875,24,0.8333,0.5,0.3333,0.0417,13,0.6667,0.8333,0.5,0.0625,12,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,2,0,3,0,0,0,0,0,0,3
D,50,2,0.875,0.9583,0.8958,2.9498,1.0,1.0,1.0,0.1875,28,1.0,1.0,1.0,0.125,13,0.8333,1.0,0.8333,0.125,17,0.8333,0.8333,1.0,0.125,14,1.0,1.0,1.0,0.125,18,0.8333,0.8333,0.8333,0.125,16,0.6667,1.0,0.6667,0.0833,12,0.8333,1.0,0.8333,0.1042,16,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,5,0,0,2,0,0,0,0,0,4,0,1,0,0,0,0,0,0,5
D,50,3,0.8125,0.9167,0.7708,2.8684,0.8333,0.8333,1.0,0.2917,35,1.0,1.0,1.0,0.125,13,0.8333,1.0,0.8333,0.1042,12,1.0,1.0,1.0,0.125,17,0.6667,1.0,0.6667,0.0833,12,1.0,1.0,1.0,0.1875,22,0.6667,0.6667,0.3333,0.0417,16,0.5,0.8333,0.3333,0.0417,9,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,2,0,4,0,0,0,0,0,0,2
D,50,4,0.875,0.9167,0.8333,2.9483,1.0,1.0,1.0,0.2292,28,1.0,1.0,1.0,0.125,15,0.6667,1.0,0.6667,0.0833,16,1.0,1.0,1.0,0.125,14,1.0,0.8333,0.8333,0.1042,16,0.8333,0.8333,1.0,0.1875,20,0.6667,0.6667,0.3333,0.0417,11,0.8333,1.0,0.8333,0.1042,19,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,2,0,1,0,0,0,0,0,0,5
D,100,0,0.875,0.9479,0.8854,2.9196,1.0,1.0,1.0,0.2188,60,1.0,1.0,1.0,0.125,25,0.75,1.0,0.75,0.0938,27,0.75,0.75,1.0,0.125,24,1.0,1.0,1.0,0.125,29,1.0,1.0,1.0,0.1458,34,0.5833,0.9167,0.5,0.0625,22,0.9167,0.9167,0.8333,0.1042,37,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,9,0,0,2,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12,0,0,6,0,0,0,0,0,6,0,2,0,0,0,0,0,0,10
D,100,1,0.875,0.8958,0.8229,2.9388,1.0,1.0,1.0,0.2604,57,1.0,1.0,1.0,0.125,28,0.8333,1.0,0.8333,0.1146,31,0.8333,0.8333,1.0,0.125,24,0.9167,1.0,0.9167,0.1146,30,0.9167,0.9167,0.9167,0.1458,33,0.75,0.5833,0.3333,0.0417,25,0.75,0.8333,0.5833,0.0729,26,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,0,0,12,0,0,0,0,0,0,0,0,11,1,0,0,0,0,1,0,0,11,0,0,8,0,0,0,0,0,4,0,5,0,0,0,0,0,0,7
D,100,2,0.8438,0.9271,0.8854,2.9578,0.8333,0.8333,1.0,0.2083,51,1.0,1.0,1.0,0.125,26,0.9167,1.0,0.9167,0.125,35,0.75,0.75,1.0,0.125,22,0.9167,1.0,0.9167,0.1146,31,0.9167,0.9167,0.9167,0.1354,33,0.6667,1.0,0.6667,0.0833,32,0.75,0.9167,0.6667,0.0833,28,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,11,1,0,0,0,0,1,0,0,11,0,0,4,0,0,0,0,0,8,0,4,0,0,0,0,0,0,8
D,100,3,0.8229,0.8542,0.7396,2.8984,0.8333,0.9167,0.9167,0.3229,66,1.0,0.9167,0.9167,0.1146,27,0.8333,0.9167,0.75,0.0938,26,0.8333,0.8333,1.0,0.125,26,0.8333,1.0,0.8333,0.1042,26,1.0,1.0,1.0,0.1667,38,0.75,0.5833,0.3333,0.0417,35,0.5,0.6667,0.1667,0.0208,21,11,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,1,0,9,0,0,2,0,0,0,0,0,12,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,12,0,0,8,0,0,0,0,0,4,0,10,0,0,0,0,0,0,2
D,100,4,0.8854,0.9167,0.8646,2.9552,1.0,1.0,1.0,0.2292,53,1.0,1.0,1.0,0.125,29,0.8333,1.0,0.8333,0.1042,33,0.8333,0.8333,1.0,0.125,24,1.0,0.9167,0.9167,0.1146,30,0.9167,0.9167,1.0,0.1562,39,0.6667,0.75,0.4167,0.0521,26,0.8333,0.9167,0.75,0.0938,31,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,0,0,12,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,12,0,0,7,0,0,0,0,0,5,0,3,0,0,0,0,0,0,9
D,200,0,0.835,0.88,0.795,2.8896,1.0,1.0,1.0,0.3,139,0.96,1.0,0.96,0.12,53,0.84,0.92,0.76,0.095,64,0.72,0.72,1.0,0.125,46,0.96,1.0,0.96,0.12,66,0.96,0.96,1.0,0.15,70,0.56,0.6,0.16,0.02,44,0.68,0.84,0.52,0.065,53,25,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,2,0,19,0,0,4,0,0,0,0,0,25,0,0,0,0,0,0,0,0,24,1,0,0,0,0,0,0,0,25,0,0,21,0,0,0,0,0,4,0,12,0,0,0,0,0,0,13
D,200,1,0.845,0.88,0.79,2.9276,0.96,0.96,1.0,0.28,125,0.96,1.0,0.96,0.12,55,0.76,0.96,0.72,0.095,60,0.8,0.8,1.0,0.125,50,0.92,0.96,0.88,0.11,58,0.92,0.96,0.92,0.16,77,0.76,0.6,0.36,0.045,61,0.68,0.8,0.48,0.06,53,25,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,1,0,18,0,0,6,0,0,0,0,0,25,0,0,0,0,0,0,0,0,22,3,0,0,1,0,1,0,0,23,0,0,16,0,0,0,0,0,9,0,13,0,0,0,0,0,0,12
D,200,2,0.86,0.895,0.83,2.9444,0.92,0.92,1.0,0.27,121,1.0,0.96,0.96,0.12,57,0.88,1.0,0.88,0.115,69,0.8,0.8,1.0,0.125,51,0.96,1.0,0.96,0.12,69,0.96,0.96,0.96,0.14,74,0.64,0.88,0.52,0.065,59,0.72,0.64,0.36,0.045,58,25,0,0,0,0,0,0,0,1,24,0,0,0,0,0,0,0,0,22,0,0,3,0,0,0,0,0,25,0,0,0,0,0,0,0,0,24,1,0,0,0,0,1,0,0,24,0,0,12,0,0,0,0,0,13,0,16,0,0,0,0,0,0,9
D,200,3,0.875,0.905,0.81,2.9453,0.92,0.96,0.96,0.265,114,0.96,0.96,0.92,0.115,54,0.8,1.0,0.8,0.1,59,0.92,0.92,1.0,0.125,59,0.92,0.96,0.88,0.11,59,1.0,1.0,1.0,0.16,82,0.84,0.76,0.6,0.075,68,0.64,0.68,0.32,0.04,49,24,0,0,0,0,0,0,0,1,23,0,0,0,0,0,0,1,0,20,0,0,4,0,0,0,0,0,25,0,0,0,0,0,0,0,0,22,3,0,0,0,0,0,0,0,25,0,0,10,0,0,0,0,0,15,0,17,0,0,0,0,0,0,8
D,200,4,0.865,0.87,0.82,2.9384,0.96,0.96,1.0,0.295,120,1.0,1.0,1.0,0.125,58,0.88,0.96,0.92,0.12,72,0.72,0.72,0.92,0.115,47,1.0,1.0,1.0,0.125,65,0.92,0.96,0.92,0.12,66,0.68,0.56,0.24,0.03,55,0.76,0.8,0.56,0.07,57,25,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,1,0,23,0,0,1,0,0,2,0,0,23,0,0,0,0,0,0,0,0,25,0,0,0,1,0,1,0,0,23,0,0,19,0,0,0,0,0,6,0,11,0,0,0,0,0,0,14
D,400,0,0.8571,0.8296,0.7419,2.9197,0.96,0.96,1.0,0.3459,262,0.98,0.98,0.96,0.1203,116,0.84,0.9,0.74,0.0927,129,0.82,0.8,0.92,0.1153,106,0.9592,0.9796,0.9388,0.1153,125,0.96,0.96,0.98,0.1554,144,0.64,0.58,0.22,0.0301,102,0.7,0.48,0.18,0.0226,104,50,0,0,0,0,0,0,0,1,48,0,0,0,0,0,0,3,0,37,0,0,10,0,0,3,0,0,46,0,0,1,0,0,0,0,0,46,3,0,0,1,0,0,0,0,49,0,0,39,0,0,0,0,0,11,0,41,0,0,0,0,0,0,9
D,400,1,0.8571,0.817,0.7293,2.9195,0.96,0.96,1.0,0.3584,264,0.98,0.98,0.96,0.1228,116,0.84,0.9,0.74,0.0927,129,0.82,0.8,0.92,0.1153,106,0.9592,0.9796,0.9388,0.1153,125,0.96,0.96,0.98,0.1554,143,0.68,0.58,0.26,0.0326,110,0.66,0.38,0.04,0.005,100,50,0,0,0,0,0,0,0,1,48,0,0,0,0,0,0,3,0,37,0,0,10,0,0,3,1,0,46,0,0,0,0,0,0,0,0,46,3,0,0,1,0,0,0,0,49,0,0,37,0,0,0,0,0,13,0,48,0,0,0,0,0,0,2
D,400,2,0.8521,0.8145,0.7218,2.9099,0.96,0.96,1.0,0.3634,271,0.98,0.98,0.96,0.1228,116,0.86,0.9,0.76,0.0977,132,0.82,0.8,0.92,0.1153,106,0.9592,0.9796,0.9388,0.1153,125,0.96,0.96,0.98,0.1554,144,0.62,0.56,0.18,0.0226,103,0.66,0.38,0.04,0.005,97,50,0,0,0,0,0,0,0,1,48,0,0,0,0,0,0,2,0,38,0,0,10,0,0,3,1,0,46,0,0,0,0,0,0,0,0,46,3,0,0,0,0,1,0,0,49,0,0,41,0,0,0,0,0,9,0,48,0,0,0,0,0,0,2
D,400,3,0.8647,0.8371,0.7569,2.9324,0.96,0.96,1.0,0.3308,251,0.98,0.98,0.96,0.1228,117,0.84,0.9,0.74,0.0927,129,0.84,0.84,0.98,0.1228,109,0.9592,0.9796,0.9388,0.1153,125,0.96,0.96,0.98,0.1554,143,0.68,0.64,0.32,0.0401,110,0.7,0.44,0.14,0.0175,103,50,0,0,0,0,0,0,0,1,48,0,0,0,0,0,0,3,0,37,0,0,10,0,0,0,1,0,49,0,0,0,0,0,0,0,0,46,3,0,0,1,0,0,0,0,49,0,0,34,0,0,0,0,0,16,0,43,0,0,0,0,0,0,7
D,400,4,0.8571,0.8145,0.7268,2.9217,0.96,0.96,1.0,0.3609,263,0.98,0.98,0.96,0.1228,117,0.84,0.9,0.74,0.0927,129,0.82,0.8,0.92,0.1153,107,0.9592,0.9796,0.9388,0.1153,125,0.96,0.96,0.98,0.1554,143,0.66,0.56,0.22,0.0276,108,0.68,0.38,0.06,0.0075,103,50,0,0,0,0,0,0,0,1,48,0,0,0,0,0,0,3,0,37,0,0,10,0,0,3,1,0,46,0,0,0,0,0,0,0,0,46,3,0,0,1,0,0,0,0,49,0,0,39,0,0,0,0,0,11,0,47,0,0,0,0,0,0,3
E32,50,0,0.8,0.92,0.72,2.6946,1.0,1.0,1.0,0.38,48,1.0,1.0,1.0,0.14,16,0.8333,1.0,0.8333,0.1,16,1.0,1.0,1.0,0.12,13,0.8333,1.0,0.8333,0.1,14,1.0,1.0,1.0,0.16,20,0.1667,0.8333,0.0,0.0,3,0.5,0.5,0.0,0.0,11,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
E32,50,1,0.8,0.92,0.72,2.6946,1.0,1.0,1.0,0.38,48,1.0,1.0,1.0,0.14,16,0.8333,1.0,0.8333,0.1,16,1.0,1.0,1.0,0.12,13,0.8333,1.0,0.8333,0.1,14,1.0,1.0,1.0,0.16,20,0.1667,0.8333,0.0,0.0,3,0.5,0.5,0.0,0.0,11,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
E32,50,2,0.8,0.92,0.72,2.6946,1.0,1.0,1.0,0.38,48,1.0,1.0,1.0,0.14,16,0.8333,1.0,0.8333,0.1,16,1.0,1.0,1.0,0.12,13,0.8333,1.0,0.8333,0.1,14,1.0,1.0,1.0,0.16,20,0.1667,0.8333,0.0,0.0,3,0.5,0.5,0.0,0.0,11,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
E32,50,3,0.8,0.92,0.72,2.6946,1.0,1.0,1.0,0.38,48,1.0,1.0,1.0,0.14,16,0.8333,1.0,0.8333,0.1,16,1.0,1.0,1.0,0.12,13,0.8333,1.0,0.8333,0.1,14,1.0,1.0,1.0,0.16,20,0.1667,0.8333,0.0,0.0,3,0.5,0.5,0.0,0.0,11,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
E32,50,4,0.8,0.92,0.72,2.6946,1.0,1.0,1.0,0.38,48,1.0,1.0,1.0,0.14,16,0.8333,1.0,0.8333,0.1,16,1.0,1.0,1.0,0.12,13,0.8333,1.0,0.8333,0.1,14,1.0,1.0,1.0,0.16,20,0.1667,0.8333,0.0,0.0,3,0.5,0.5,0.0,0.0,11,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
