modelo,nivel,semilla,banco,protocolo,acierto,rechazo,error,error_hacia_menos_presenciado,saltos_media,consultas_en_rechazo,n,persp_divergencia_jaccard,persp_conocidos_por_agente,persp_entropia_media
azar,0.125,44,texto_reservado,encadenado,0.8486842105263158,0.0,0.1513157894736842,0.0,0.4692982456140351,nan,1368,0.4208421459794378,8.0,2.240801311078532
azar,0.125,44,texto_reservado,agregado,0.9298245614035088,0.0,0.07017543859649122,0.0,7.0,nan,1368,0.4208421459794378,8.0,2.240801311078532
azar,0.125,44,texto_reservado,pizarron,0.935672514619883,0.0,0.06432748538011696,0.0,0.0,nan,171,0.4208421459794378,8.0,2.240801311078532
azar,0.125,44,imagen_test,directo,0.12890625,0.87109375,0.0,nan,0.0,1.0,1280,0.34025320098420087,8.0,2.274428475547776
azar,0.125,44,imagen_test,encadenado,0.81875,0.18125,0.0,nan,3.301526717557252,8.0,1280,0.34025320098420087,8.0,2.274428475547776
azar,0.125,44,imagen_test,agregado,0.81875,0.18125,0.0,nan,7.0,8.0,1280,0.34025320098420087,8.0,2.274428475547776
azar,0.125,44,imagen_test,pizarron,0.81875,0.18125,0.0,nan,0.0,1.0,160,0.34025320098420087,8.0,2.274428475547776
azar,0.25,42,texto_formacion,directo,0.878125,0.025,0.096875,0.1774193548387097,0.0,1.0,1920,0.2433918903856873,8.0,2.721866007597894
azar,0.25,42,texto_formacion,encadenado,0.9026041666666667,0.0,0.09739583333333333,0.0,0.04479166666666656,nan,1920,0.2433918903856873,8.0,2.721866007597894
azar,0.25,42,texto_formacion,agregado,0.9458333333333333,0.0,0.05416666666666667,0.0,7.0,nan,1920,0.2433918903856873,8.0,2.721866007597894
azar,0.25,42,texto_formacion,pizarron,0.9666666666666667,0.0,0.03333333333333333,0.0,0.0,nan,240,0.2433918903856873,8.0,2.721866007597894
azar,0.25,42,texto_reservado,directo,0.8187134502923976,0.07529239766081872,0.10599415204678363,0.2206896551724138,0.0,1.0,1368,0.2433918903856873,8.0,2.721866007597894
azar,0.25,42,texto_reservado,encadenado,0.8910818713450293,0.0,0.10891812865497076,0.0,0.08333333333333326,nan,1368,0.2433918903856873,8.0,2.721866007597894
azar,0.25,42,texto_reservado,agregado,0.935672514619883,0.0,0.06432748538011696,0.0,7.0,nan,1368,0.2433918903856873,8.0,2.721866007597894
azar,0.25,42,texto_reservado,pizarron,0.935672514619883,0.0,0.06432748538011696,0.0,0.0,nan,171,0.2433918903856873,8.0,2.721866007597894
azar,0.25,42,imagen_test,directo,0.31796875,0.68203125,0.0,nan,0.0,1.0,1280,0.18864588561610432,8.0,2.7256595065154414
azar,0.25,42,imagen_test,encadenado,0.81875,0.18125,0.0,nan,1.95706106870229,8.0,1280,0.18864588561610432,8.0,2.7256595065154414
azar,0.25,42,imagen_test,agregado,0.81875,0.18125,0.0,nan,7.0,8.0,1280,0.18864588561610432,8.0,2.7256595065154414
azar,0.25,42,imagen_test,pizarron,0.81875,0.18125,0.0,nan,0.0,1.0,160,0.18864588561610432,8.0,2.7256595065154414
azar,0.25,43,texto_formacion,directo,0.8708333333333333,0.028645833333333332,0.10052083333333334,0.32642487046632124,0.0,1.0,1920,0.24821506240043575,8.0,2.695050869412512
azar,0.25,43,texto_formacion,encadenado,0.8979166666666667,0.0,0.10208333333333333,0.0,0.04062499999999991,nan,1920,0.24821506240043575,8.0,2.695050869412512
azar,0.25,43,texto_formacion,agregado,0.9458333333333333,0.0,0.05416666666666667,0.0,7.0,nan,1920,0.24821506240043575,8.0,2.695050869412512
azar,0.25,43,texto_formacion,pizarron,0.9666666666666667,0.0,0.03333333333333333,0.0,0.0,nan,240,0.24821506240043575,8.0,2.695050869412512
azar,0.25,43,texto_reservado,directo,0.8201754385964912,0.0804093567251462,0.09941520467836257,0.22794117647058823,0.0,1.0,1368,0.24821506240043575,8.0,2.695050869412512
azar,0.25,43,texto_reservado,encadenado,0.8918128654970761,0.0,0.10818713450292397,0.0,0.10745614035087714,nan,1368,0.24821506240043575,8.0,2.695050869412512
azar,0.25,43,texto_reservado,agregado,0.9590643274853801,0.0,0.04093567251461988,0.0,7.0,nan,1368,0.24821506240043575,8.0,2.695050869412512
azar,0.25,43,texto_reservado,pizarron,0.935672514619883,0.0,0.06432748538011696,0.0,0.0,nan,171,0.24821506240043575,8.0,2.695050869412512
azar,0.25,43,imagen_test,directo,0.31796875,0.68203125,0.0,nan,0.0,1.0,1280,0.19890023720392294,8.0,2.7061562176484326
azar,0.25,43,imagen_test,encadenado,0.81875,0.18125,0.0,nan,1.885496183206107,8.0,1280,0.19890023720392294,8.0,2.7061562176484326
azar,0.25,43,imagen_test,agregado,0.81875,0.18125,0.0,nan,7.0,8.0,1280,0.19890023720392294,8.0,2.7061562176484326
azar,0.25,43,imagen_test,pizarron,0.81875,0.18125,0.0,nan,0.0,1.0,160,0.19890023720392294,8.0,2.7061562176484326
azar,0.25,44,texto_formacion,directo,0.8671875,0.025,0.1078125,0.28019323671497587,0.0,1.0,1920,0.24009681212074407,8.0,2.7032918016806695
azar,0.25,44,texto_formacion,encadenado,0.890625,0.0,0.109375,0.0,0.02968750000000009,nan,1920,0.24009681212074407,8.0,2.7032918016806695
azar,0.25,44,texto_formacion,agregado,0.9416666666666667,0.0,0.058333333333333334,0.0,7.0,nan,1920,0.24009681212074407,8.0,2.7032918016806695
azar,0.25,44,texto_formacion,pizarron,0.9666666666666667,0.0,0.03333333333333333,0.0,0.0,nan,240,0.24009681212074407,8.0,2.7032918016806695
azar,0.25,44,texto_reservado,directo,0.8267543859649122,0.07529239766081872,0.097953216374269,0.291044776119403,0.0,1.0,1368,0.24009681212074407,8.0,2.7032918016806695
azar,0.25,44,texto_reservado,encadenado,0.8976608187134503,0.0,0.1023391812865497,0.0,0.11038011695906436,nan,1368,0.24009681212074407,8.0,2.7032918016806695
azar,0.25,44,texto_reservado,agregado,0.935672514619883,0.0,0.06432748538011696,0.0,7.0,nan,1368,0.24009681212074407,8.0,2.7032918016806695
azar,0.25,44,texto_reservado,pizarron,0.935672514619883,0.0,0.06432748538011696,0.0,0.0,nan,171,0.24009681212074407,8.0,2.7032918016806695
azar,0.25,44,imagen_test,directo,0.33515625,0.66484375,0.0,nan,0.0,1.0,1280,0.19193750198014595,8.0,2.7160256444726354
azar,0.25,44,imagen_test,encadenado,0.81875,0.18125,0.0,nan,1.7776717557251906,8.0,1280,0.19193750198014595,8.0,2.7160256444726354
azar,0.25,44,imagen_test,agregado,0.81875,0.18125,0.0,nan,7.0,8.0,1280,0.19193750198014595,8.0,2.7160256444726354
azar,0.25,44,imagen_test,pizarron,0.81875,0.18125,0.0,nan,0.0,1.0,160,0.19193750198014595,8.0,2.7160256444726354
azar,0.5,42,texto_formacion,directo,0.9380208333333333,0.0026041666666666665,0.059375,0.21929824561403508,0.0,1.0,1920,0.11835675383959988,8.0,2.9326068974806043
azar,0.5,42,texto_formacion,encadenado,0.940625,0.0,0.059375,0.0,0.0026041666666667407,nan,1920,0.11835675383959988,8.0,2.9326068974806043
azar,0.5,42,texto_formacion,agregado,0.9625,0.0,0.0375,0.0,7.0,nan,1920,0.11835675383959988,8.0,2.9326068974806043
azar,0.5,42,texto_formacion,pizarron,0.9666666666666667,0.0,0.03333333333333333,0.0,0.0,nan,240,0.11835675383959988,8.0,2.9326068974806043
azar,0.5,42,texto_reservado,directo,0.9254385964912281,0.008771929824561403,0.06578947368421052,0.26666666666666666,0.0,1.0,1368,0.11835675383959988,8.0,2.9326068974806043
azar,0.5,42,texto_reservado,encadenado,0.9334795321637427,0.0,0.06652046783625731,0.0,0.00877192982456143,nan,1368,0.11835675383959988,8.0,2.9326068974806043
azar,0.5,42,texto_reservado,agregado,0.9473684210526315,0.0,0.05263157894736842,0.0,7.0,nan,1368,0.11835675383959988,8.0,2.9326068974806043
azar,0.5,42,texto_reservado,pizarron,0.935672514619883,0.0,0.06432748538011696,0.0,0.0,nan,171,0.11835675383959988,8.0,2.9326068974806043
azar,0.5,42,imagen_test,directo,0.6234375,0.3765625,0.0,nan,0.0,1.0,1280,0.09320125869849519,8.0,2.9462527632019095
azar,0.5,42,imagen_test,encadenado,0.81875,0.18125,0.0,nan,0.4847328244274809,8.0,1280,0.09320125869849519,8.0,2.9462527632019095
azar,0.5,42,imagen_test,agregado,0.81875,0.18125,0.0,nan,7.0,8.0,1280,0.09320125869849519,8.0,2.9462527632019095
azar,0.5,42,imagen_test,pizarron,0.81875,0.18125,0.0,nan,0.0,1.0,160,0.09320125869849519,8.0,2.9462527632019095
azar,0.5,43,texto_formacion,directo,0.9338541666666667,0.005208333333333333,0.0609375,0.23076923076923078,0.0,1.0,1920,0.12854998807769716,8.0,2.9271420182824928
azar,0.5,43,texto_formacion,encadenado,0.9385416666666667,0.0,0.06145833333333333,0.0,0.008333333333333304,nan,1920,0.12854998807769716,8.0,2.9271420182824928
azar,0.5,43,texto_formacion,agregado,0.9625,0.0,0.0375,0.0,7.0,nan,1920,0.12854998807769716,8.0,2.9271420182824928
azar,0.5,43,texto_formacion,pizarron,0.9666666666666667,0.0,0.03333333333333333,0.0,0.0,nan,240,0.12854998807769716,8.0,2.9271420182824928
azar,0.5,43,texto_reservado,directo,0.9166666666666666,0.011695906432748537,0.07163742690058479,0.24489795918367346,0.0,1.0,1368,0.12854998807769716,8.0,2.9271420182824928
azar,0.5,43,texto_reservado,encadenado,0.9269005847953217,0.0,0.07309941520467836,0.0,0.019736842105263053,nan,1368,0.12854998807769716,8.0,2.9271420182824928
azar,0.5,43,texto_reservado,agregado,0.935672514619883,0.0,0.06432748538011696,0.0,7.0,nan,1368,0.12854998807769716,8.0,2.9271420182824928
azar,0.5,43,texto_reservado,pizarron,0.935672514619883,0.0,0.06432748538011696,0.0,0.0,nan,171,0.12854998807769716,8.0,2.9271420182824928
azar,0.5,43,imagen_test,directo,0.61640625,0.38359375,0.0,nan,0.0,1.0,1280,0.10007114776919801,8.0,2.941096572460985
azar,0.5,43,imagen_test,encadenado,0.81875,0.18125,0.0,nan,0.5477099236641221,8.0,1280,0.10007114776919801,8.0,2.941096572460985
azar,0.5,43,imagen_test,agregado,0.81875,0.18125,0.0,nan,7.0,8.0,1280,0.10007114776919801,8.0,2.941096572460985
azar,0.5,43,imagen_test,pizarron,0.81875,0.18125,0.0,nan,0.0,1.0,160,0.10007114776919801,8.0,2.941096572460985
azar,0.5,44,texto_formacion,directo,0.9359375,0.0026041666666666665,0.06145833333333333,0.288135593220339,0.0,1.0,1920,0.11896510730814915,8.0,2.9336730499492427
azar,0.5,44,texto_formacion,encadenado,0.9385416666666667,0.0,0.06145833333333333,0.0,0.0026041666666667407,nan,1920,0.11896510730814915,8.0,2.9336730499492427
azar,0.5,44,texto_formacion,agregado,0.9583333333333334,0.0,0.041666666666666664,0.0,7.0,nan,1920,0.11896510730814915,8.0,2.9336730499492427
azar,0.5,44,texto_formacion,pizarron,0.9666666666666667,0.0,0.03333333333333333,0.0,0.0,nan,240,0.11896510730814915,8.0,2.9336730499492427
azar,0.5,44,texto_reservado,directo,0.9173976608187134,0.013888888888888888,0.06871345029239766,0.2978723404255319,0.0,1.0,1368,0.11896510730814915,8.0,2.9336730499492427
azar,0.5,44,texto_reservado,encadenado,0.929093567251462,0.0,0.07090643274853801,0.0,0.01388888888888884,nan,1368,0.11896510730814915,8.0,2.9336730499492427
azar,0.5,44,texto_reservado,agregado,0.9415204678362573,0.0,0.05847953216374269,0.0,7.0,nan,1368,0.11896510730814915,8.0,2.9336730499492427
azar,0.5,44,texto_reservado,pizarron,0.935672514619883,0.0,0.06432748538011696,0.0,0.0,nan,171,0.11896510730814915,8.0,2.9336730499492427
azar,0.5,44,imagen_test,directo,0.62265625,0.37734375,0.0,nan,0.0,1.0,1280,0.08944098672954719,8.0,2.946133370905363
azar,0.5,44,imagen_test,encadenado,0.81875,0.18125,0.0,nan,0.45515267175572527,8.0,1280,0.08944098672954719,8.0,2.946133370905363
azar,0.5,44,imagen_test,agregado,0.81875,0.18125,0.0,nan,7.0,8.0,1280,0.08944098672954719,8.0,2.946133370905363
azar,0.5,44,imagen_test,pizarron,0.81875,0.18125,0.0,nan,0.0,1.0,160,0.08944098672954719,8.0,2.946133370905363
azar,1.0,42,texto_formacion,directo,0.9666666666666667,0.0,0.03333333333333333,0.0,0.0,nan,1920,0.0,8.0,2.987316874979805
azar,1.0,42,texto_formacion,encadenado,0.9666666666666667,0.0,0.03333333333333333,0.0,0.0,nan,1920,0.0,8.0,2.987316874979805
azar,1.0,42,texto_formacion,agregado,0.9666666666666667,0.0,0.03333333333333333,0.0,7.0,nan,1920,0.0,8.0,2.987316874979805
azar,1.0,42,texto_formacion,pizarron,0.9666666666666667,0.0,0.03333333333333333,0.0,0.0,nan,240,0.0,8.0,2.987316874979805
azar,1.0,42,texto_reservado,directo,0.935672514619883,0.0,0.06432748538011696,0.2727272727272727,0.0,nan,1368,0.0,8.0,2.987316874979805
azar,1.0,42,texto_reservado,encadenado,0.935672514619883,0.0,0.06432748538011696,0.0,0.0,nan,1368,0.0,8.0,2.987316874979805
azar,1.0,42,texto_reservado,agregado,0.935672514619883,0.0,0.06432748538011696,0.0,7.0,nan,1368,0.0,8.0,2.987316874979805
azar,1.0,42,texto_reservado,pizarron,0.935672514619883,0.0,0.06432748538011696,0.0,0.0,nan,171,0.0,8.0,2.987316874979805
azar,1.0,42,imagen_test,directo,0.81875,0.18125,0.0,nan,0.0,1.0,1280,0.0,8.0,3.0
azar,1.0,42,imagen_test,encadenado,0.81875,0.18125,0.0,nan,0.0,8.0,1280,0.0,8.0,3.0
azar,1.0,42,imagen_test,agregado,0.81875,0.18125,0.0,nan,7.0,8.0,1280,0.0,8.0,3.0
azar,1.0,42,imagen_test,pizarron,0.81875,0.18125,0.0,nan,0.0,1.0,160,0.0,8.0,3.0
azar,1.0,43,texto_formacion,directo,0.9666666666666667,0.0,0.03333333333333333,0.0,0.0,nan,1920,0.0,8.0,2.987316874979805
azar,1.0,43,texto_formacion,encadenado,0.9666666666666667,0.0,0.03333333333333333,0.0,0.0,nan,1920,0.0,8.0,2.987316874979805
azar,1.0,43,texto_formacion,agregado,0.9666666666666667,0.0,0.03333333333333333,0.0,7.0,nan,1920,0.0,8.0,2.987316874979805
azar,1.0,43,texto_formacion,pizarron,0.9666666666666667,0.0,0.03333333333333333,0.0,0.0,nan,240,0.0,8.0,2.987316874979805
azar,1.0,43,texto_reservado,directo,0.935672514619883,0.0,0.06432748538011696,0.2727272727272727,0.0,nan,1368,0.0,8.0,2.987316874979805
azar,1.0,43,texto_reservado,encadenado,0.935672514619883,0.0,0.06432748538011696,0.0,0.0,nan,1368,0.0,8.0,2.987316874979805
azar,1.0,43,texto_reservado,agregado,0.935672514619883,0.0,0.06432748538011696,0.0,7.0,nan,1368,0.0,8.0,2.987316874979805
azar,1.0,43,texto_reservado,pizarron,0.935672514619883,0.0,0.06432748538011696,0.0,0.0,nan,171,0.0,8.0,2.987316874979805
azar,1.0,43,imagen_test,directo,0.81875,0.18125,0.0,nan,0.0,1.0,1280,0.0,8.0,3.0
azar,1.0,43,imagen_test,encadenado,0.81875,0.18125,0.0,nan,0.0,8.0,1280,0.0,8.0,3.0
azar,1.0,43,imagen_test,agregado,0.81875,0.18125,0.0,nan,7.0,8.0,1280,0.0,8.0,3.0
azar,1.0,43,imagen_test,pizarron,0.81875,0.18125,0.0,nan,0.0,1.0,160,0.0,8.0,3.0
azar,1.0,44,texto_formacion,directo,0.9666666666666667,0.0,0.03333333333333333,0.0,0.0,nan,1920,0.0,8.0,2.987316874979805
azar,1.0,44,texto_formacion,encadenado,0.9666666666666667,0.0,0.03333333333333333,0.0,0.0,nan,1920,0.0,8.0,2.987316874979805
azar,1.0,44,texto_formacion,agregado,0.9666666666666667,0.0,0.03333333333333333,0.0,7.0,nan,1920,0.0,8.0,2.987316874979805
azar,1.0,44,texto_formacion,pizarron,0.9666666666666667,0.0,0.03333333333333333,0.0,0.0,nan,240,0.0,8.0,2.987316874979805
azar,1.0,44,texto_reservado,directo,0.935672514619883,0.0,0.06432748538011696,0.2727272727272727,0.0,nan,1368,0.0,8.0,2.987316874979805
azar,1.0,44,texto_reservado,encadenado,0.935672514619883,0.0,0.06432748538011696,0.0,0.0,nan,1368,0.0,8.0,2.987316874979805
azar,1.0,44,texto_reservado,agregado,0.935672514619883,0.0,0.06432748538011696,0.0,7.0,nan,1368,0.0,8.0,2.987316874979805
azar,1.0,44,texto_reservado,pizarron,0.935672514619883,0.0,0.06432748538011696,0.0,0.0,nan,171,0.0,8.0,2.987316874979805
azar,1.0,44,imagen_test,directo,0.81875,0.18125,0.0,nan,0.0,1.0,1280,0.0,8.0,3.0
azar,1.0,44,imagen_test,encadenado,0.81875,0.18125,0.0,nan,0.0,8.0,1280,0.0,8.0,3.0
azar,1.0,44,imagen_test,agregado,0.81875,0.18125,0.0,nan,7.0,8.0,1280,0.0,8.0,3.0
azar,1.0,44,imagen_test,pizarron,0.81875,0.18125,0.0,nan,0.0,1.0,160,0.0,8.0,3.0
anillo,0,42,texto_formacion,directo,0.125,0.7,0.175,0.0,0.0,1.0,1920,1.0,1.0,0.0
anillo,0,42,texto_formacion,encadenado,0.125,0.7,0.175,0.0,0.0,1.0,1920,1.0,1.0,0.0
anillo,0,42,texto_formacion,agregado,0.125,0.7,0.175,0.0,0.0,1.0,1920,1.0,1.0,0.0
anillo,0,42,texto_formacion,pizarron,0.9666666666666667,0.0,0.03333333333333333,0.0,0.0,nan,240,1.0,1.0,0.0
anillo,0,42,texto_reservado,directo,0.12426900584795321,0.7865497076023392,0.0891812865497076,0.0,0.0,1.0,1368,1.0,1.0,0.0
anillo,0,42,texto_reservado,encadenado,0.12426900584795321,0.7865497076023392,0.0891812865497076,0.0,0.0,1.0,1368,1.0,1.0,0.0
anillo,0,42,texto_reservado,agregado,0.12426900584795321,0.7865497076023392,0.0891812865497076,0.0,0.0,1.0,1368,1.0,1.0,0.0
anillo,0,42,texto_reservado,pizarron,0.935672514619883,0.0,0.06432748538011696,0.0,0.0,nan,171,1.0,1.0,0.0
anillo,0,42,imagen_test,directo,0.10234375,0.89765625,0.0,nan,0.0,1.0,1280,1.0,1.0,0.0
anillo,0,42,imagen_test,encadenado,0.10234375,0.89765625,0.0,nan,0.0,1.0,1280,1.0,1.0,0.0
anillo,0,42,imagen_test,agregado,0.10234375,0.89765625,0.0,nan,0.0,1.0,1280,1.0,1.0,0.0
anillo,0,42,imagen_test,pizarron,0.81875,0.18125,0.0,nan,0.0,1.0,160,1.0,1.0,0.0
anillo,1,42,texto_formacion,directo,0.3697916666666667,0.3875,0.24270833333333333,0.0,0.0,1.0,1920,0.8000612752775128,3.0,1.5744789928446932
anillo,1,42,texto_formacion,encadenado,0.6484375,0.0,0.3515625,0.0,0.9526041666666667,nan,1920,0.8000612752775128,3.0,1.5744789928446932
anillo,1,42,texto_formacion,agregado,0.5536458333333333,0.16041666666666668,0.2859375,0.0,2.0,3.0,1920,0.8000612752775128,3.0,1.5744789928446932
anillo,1,42,texto_formacion,pizarron,0.9666666666666667,0.0,0.03333333333333333,0.0,0.0,nan,240,0.8000612752775128,3.0,1.5744789928446932
anillo,1,42,texto_reservado,directo,0.36622807017543857,0.4685672514619883,0.1652046783625731,0.01327433628318584,0.0,1.0,1368,0.8000612752775128,3.0,1.5744789928446932
anillo,1,42,texto_reservado,encadenado,0.7390350877192983,0.0,0.26096491228070173,0.0,1.2719298245614037,nan,1368,0.8000612752775128,3.0,1.5744789928446932
anillo,1,42,texto_reservado,agregado,0.564327485380117,0.22807017543859648,0.20760233918128654,0.0,2.0,3.0,1368,0.8000612752775128,3.0,1.5744789928446932
anillo,1,42,texto_reservado,pizarron,0.935672514619883,0.0,0.06432748538011696,0.0,0.0,nan,171,0.8000612752775128,3.0,1.5744789928446932
anillo,1,42,imagen_test,directo,0.30703125,0.69296875,0.0,nan,0.0,1.0,1280,0.8000928107021504,3.0,1.584962500721156
anillo,1,42,imagen_test,encadenado,0.81875,0.18125,0.0,nan,1.8902671755725189,8.0,1280,0.8000928107021504,3.0,1.584962500721156
anillo,1,42,imagen_test,agregado,0.51171875,0.48828125,0.0,nan,2.0,3.0,1280,0.8000928107021504,3.0,1.584962500721156
anillo,1,42,imagen_test,pizarron,0.81875,0.18125,0.0,nan,0.0,1.0,160,0.8000928107021504,3.0,1.584962500721156
anillo,2,42,texto_formacion,directo,0.6114583333333333,0.16041666666666668,0.228125,0.0,0.0,1.0,1920,0.5799528219703501,5.0,2.3100769866964357
anillo,2,42,texto_formacion,encadenado,0.753125,0.0,0.246875,0.0,0.2718750000000001,nan,1920,0.5799528219703501,5.0,2.3100769866964357
anillo,2,42,texto_formacion,agregado,0.8796875,0.0,0.1203125,0.0,4.0,nan,1920,0.5799528219703501,5.0,2.3100769866964357
anillo,2,42,texto_formacion,pizarron,0.9666666666666667,0.0,0.03333333333333333,0.0,0.0,nan,240,0.5799528219703501,5.0,2.3100769866964357
anillo,2,42,texto_reservado,directo,0.6001461988304093,0.22807017543859648,0.17178362573099415,0.03829787234042553,0.0,1.0,1368,0.5799528219703501,5.0,2.3100769866964357
anillo,2,42,texto_reservado,encadenado,0.8084795321637427,0.0,0.1915204678362573,0.0,0.3771929824561404,nan,1368,0.5799528219703501,5.0,2.3100769866964357
anillo,2,42,texto_reservado,agregado,0.8706140350877193,0.0,0.12938596491228072,0.0,4.0,nan,1368,0.5799528219703501,5.0,2.3100769866964357
anillo,2,42,texto_reservado,pizarron,0.935672514619883,0.0,0.06432748538011696,0.0,0.0,nan,171,0.5799528219703501,5.0,2.3100769866964357
anillo,2,42,imagen_test,directo,0.51171875,0.48828125,0.0,nan,0.0,1.0,1280,0.5799998131656853,5.0,2.321928094887362
anillo,2,42,imagen_test,encadenado,0.81875,0.18125,0.0,nan,0.6383587786259541,8.0,1280,0.5799998131656853,5.0,2.321928094887362
anillo,2,42,imagen_test,agregado,0.81875,0.18125,0.0,nan,4.0,5.0,1280,0.5799998131656853,5.0,2.321928094887362
anillo,2,42,imagen_test,pizarron,0.81875,0.18125,0.0,nan,0.0,1.0,160,0.5799998131656853,5.0,2.321928094887362
anillo,3,42,texto_formacion,directo,0.85,0.0421875,0.1078125,0.0,0.0,1.0,1920,0.25,7.0,2.7949127284876405
anillo,3,42,texto_formacion,encadenado,0.8921875,0.0,0.1078125,0.0,0.042187500000000044,nan,1920,0.25,7.0,2.7949127284876405
anillo,3,42,texto_formacion,agregado,0.9651041666666667,0.0,0.034895833333333334,0.0,6.0,nan,1920,0.25,7.0,2.7949127284876405
anillo,3,42,texto_formacion,pizarron,0.9666666666666667,0.0,0.03333333333333333,0.0,0.0,nan,240,0.25,7.0,2.7949127284876405
anillo,3,42,texto_reservado,directo,0.8252923976608187,0.06432748538011696,0.11038011695906433,0.12582781456953643,0.0,1.0,1368,0.25,7.0,2.7949127284876405
anillo,3,42,texto_reservado,encadenado,0.8888888888888888,0.0,0.1111111111111111,0.0,0.06432748538011701,nan,1368,0.25,7.0,2.7949127284876405
anillo,3,42,texto_reservado,agregado,0.9334795321637427,0.0,0.06652046783625731,0.0,6.0,nan,1368,0.25,7.0,2.7949127284876405
anillo,3,42,texto_reservado,pizarron,0.935672514619883,0.0,0.06432748538011696,0.0,0.0,nan,171,0.25,7.0,2.7949127284876405
anillo,3,42,imagen_test,directo,0.71640625,0.28359375,0.0,nan,0.0,1.0,1280,0.25,7.0,2.8073549220576037
anillo,3,42,imagen_test,encadenado,0.81875,0.18125,0.0,nan,0.125,8.0,1280,0.25,7.0,2.8073549220576037
anillo,3,42,imagen_test,agregado,0.81875,0.18125,0.0,nan,6.0,7.0,1280,0.25,7.0,2.8073549220576037
anillo,3,42,imagen_test,pizarron,0.81875,0.18125,0.0,nan,0.0,1.0,160,0.25,7.0,2.8073549220576037
anillo,4,42,texto_formacion,directo,0.9666666666666667,0.0,0.03333333333333333,0.0,0.0,nan,1920,0.0,8.0,2.987316874979805
anillo,4,42,texto_formacion,encadenado,0.9666666666666667,0.0,0.03333333333333333,0.0,0.0,nan,1920,0.0,8.0,2.987316874979805
anillo,4,42,texto_formacion,agregado,0.9666666666666667,0.0,0.03333333333333333,0.0,7.0,nan,1920,0.0,8.0,2.987316874979805
anillo,4,42,texto_formacion,pizarron,0.9666666666666667,0.0,0.03333333333333333,0.0,0.0,nan,240,0.0,8.0,2.987316874979805
anillo,4,42,texto_reservado,directo,0.935672514619883,0.0,0.06432748538011696,0.2727272727272727,0.0,nan,1368,0.0,8.0,2.987316874979805
anillo,4,42,texto_reservado,encadenado,0.935672514619883,0.0,0.06432748538011696,0.0,0.0,nan,1368,0.0,8.0,2.987316874979805
anillo,4,42,texto_reservado,agregado,0.935672514619883,0.0,0.06432748538011696,0.0,7.0,nan,1368,0.0,8.0,2.987316874979805
anillo,4,42,texto_reservado,pizarron,0.935672514619883,0.0,0.06432748538011696,0.0,0.0,nan,171,0.0,8.0,2.987316874979805
anillo,4,42,imagen_test,directo,0.81875,0.18125,0.0,nan,0.0,1.0,1280,0.0,8.0,3.0
anillo,4,42,imagen_test,encadenado,0.81875,0.18125,0.0,nan,0.0,8.0,1280,0.0,8.0,3.0
anillo,4,42,imagen_test,agregado,0.81875,0.18125,0.0,nan,7.0,8.0,1280,0.0,8.0,3.0
anillo,4,42,imagen_test,pizarron,0.81875,0.18125,0.0,nan,0.0,1.0,160,0.0,8.0,3.0
