fraccion,agente,dominio,propio,registros_directorio,reconocido,acierto_clf,ratio_centroide
0.5,car,car,True,557,1.0,1.0,0.48515059649944303
0.5,car,cow,False,557,1.0,1.0,0.3864974737167358
0.5,car,cup,False,557,1.0,1.0,0.48063223958015444
0.5,car,dog,False,557,1.0,1.0,0.44949149489402773
0.5,car,horse,False,557,1.0,1.0,0.4074788480997086
0.5,car,pear,False,557,1.0,1.0,0.41661927103996277
0.5,car,tomato,False,557,1.0,1.0,0.4430527985095978
0.5,cow,apple,False,582,1.0,1.0,0.43371553122997286
0.5,cow,car,False,582,1.0,1.0,0.4850383698940277
0.5,cow,cow,True,582,1.0,1.0,0.40371444523334504
0.5,cow,cup,False,582,1.0,1.0,0.4745625138282776
0.5,cow,dog,False,582,1.0,1.0,0.47105835378170013
0.5,cow,horse,False,582,1.0,1.0,0.42217988669872286
0.5,cow,pear,False,582,1.0,1.0,0.4155579447746277
0.5,cow,tomato,False,582,1.0,1.0,0.4317015290260315
0.5,cup,apple,False,558,1.0,1.0,0.43969531953334806
0.5,cup,car,False,558,1.0,1.0,0.49468123316764834
0.5,cup,cow,False,558,1.0,1.0,0.3727698415517807
0.5,cup,cup,True,558,1.0,1.0,0.48738993704319
0.5,cup,dog,False,558,1.0,1.0,0.4701655596494675
0.5,cup,horse,False,558,1.0,1.0,0.4056659728288651
0.5,cup,pear,False,558,1.0,1.0,0.41273035407066344
0.5,cup,tomato,False,558,1.0,1.0,0.430164235830307
0.5,dog,apple,False,605,1.0,1.0,0.42239012122154235
0.5,dog,car,False,605,1.0,1.0,0.5014373064041138
0.5,dog,cow,False,605,1.0,1.0,0.4094625383615494
0.5,dog,cup,False,605,1.0,1.0,0.519507321715355
0.5,dog,dog,True,605,1.0,1.0,0.4584557503461838
0.5,dog,horse,False,605,1.0,1.0,0.42159242630004884
0.5,dog,pear,False,605,1.0,1.0,0.39991787672042844
0.5,dog,tomato,False,605,1.0,1.0,0.42636483907699585
0.5,horse,apple,False,570,1.0,1.0,0.4668236464262009
0.5,horse,car,False,570,1.0,1.0,0.4794408351182938
0.5,horse,cow,False,570,1.0,1.0,0.39081068634986876
0.5,horse,cup,False,570,1.0,1.0,0.48721409142017363
0.5,horse,dog,False,570,1.0,1.0,0.4565062791109085
0.5,horse,horse,True,570,1.0,1.0,0.40493898987770083
0.5,horse,pear,False,570,1.0,1.0,0.40505326092243193
0.5,horse,tomato,False,570,1.0,1.0,0.43225776255130766
0.5,pear,apple,False,582,1.0,1.0,0.47166583240032195
0.5,pear,car,False,582,1.0,1.0,0.4846499562263489
0.5,pear,cow,False,582,1.0,1.0,0.3735093653202057
0.5,pear,cup,False,582,1.0,1.0,0.5070903062820434
0.5,pear,dog,False,582,1.0,1.0,0.47504885494709015
0.5,pear,horse,False,582,1.0,1.0,0.4255948305130005
0.5,pear,pear,True,582,1.0,1.0,0.41298846900463104
0.5,pear,tomato,False,582,1.0,1.0,0.43025158941745756
0.5,tomato,apple,False,605,1.0,1.0,0.44671539068222044
0.5,tomato,car,False,605,1.0,1.0,0.5027495592832565
0.5,tomato,cow,False,605,1.0,1.0,0.3984554558992386
0.5,tomato,cup,False,605,1.0,1.0,0.5284220069646836
0.5,tomato,dog,False,605,1.0,1.0,0.43018439412117004
0.5,tomato,horse,False,605,1.0,1.0,0.40902023017406464
0.5,tomato,pear,False,605,1.0,1.0,0.40725673735141754
0.5,tomato,tomato,True,605,1.0,1.0,0.428542947769165
1.0,apple,apple,True,1024,1.0,1.0,0.47758175134658815
1.0,apple,car,False,1024,1.0,1.0,0.5011664062738419
1.0,apple,cow,False,1024,1.0,1.0,0.43756442666053774
1.0,apple,cup,False,1024,1.0,1.0,0.5177372843027115
1.0,apple,dog,False,1024,1.0,1.0,0.488117042183876
1.0,apple,horse,False,1024,1.0,1.0,0.4422390878200531
1.0,apple,pear,False,1024,1.0,1.0,0.42820484936237335
1.0,apple,tomato,False,1024,1.0,1.0,0.4327158898115158
1.0,car,apple,False,1024,1.0,1.0,0.47852886021137236
1.0,car,car,True,1024,1.0,1.0,0.489102640748024
1.0,car,cow,False,1024,1.0,1.0,0.4078537613153458
1.0,car,cup,False,1024,1.0,1.0,0.5074425220489502
1.0,car,dog,False,1024,1.0,1.0,0.4972496420145035
1.0,car,horse,False,1024,1.0,1.0,0.43114830553531647
1.0,car,pear,False,1024,1.0,1.0,0.4420904964208603
1.0,car,tomato,False,1024,1.0,1.0,0.44267308712005615
1.0,cow,apple,False,1024,1.0,1.0,0.4934850066900253
1.0,cow,car,False,1024,1.0,1.0,0.5104518324136734
1.0,cow,cow,True,1024,1.0,1.0,0.42703909873962403
1.0,cow,cup,False,1024,1.0,1.0,0.5224453032016754
1.0,cow,dog,False,1024,1.0,1.0,0.4830322861671448
1.0,cow,horse,False,1024,1.0,1.0,0.4309885710477829
1.0,cow,pear,False,1024,1.0,1.0,0.420944082736969
1.0,cow,tomato,False,1024,1.0,1.0,0.459905081987381
1.0,cup,apple,False,1024,1.0,1.0,0.4753712683916092
1.0,cup,car,False,1024,1.0,1.0,0.49574356377124784
1.0,cup,cow,False,1024,1.0,1.0,0.4380374252796173
1.0,cup,cup,True,1024,1.0,1.0,0.495726016163826
1.0,cup,dog,False,1024,1.0,1.0,0.48412948846817017
1.0,cup,horse,False,1024,1.0,1.0,0.4244939565658569
1.0,cup,pear,False,1024,1.0,1.0,0.4215732991695404
1.0,cup,tomato,False,1024,1.0,1.0,0.43629150390625
1.0,dog,apple,False,1024,1.0,1.0,0.4687773883342743
1.0,dog,car,False,1024,1.0,1.0,0.4834926754236221
1.0,dog,cow,False,1024,1.0,1.0,0.42543032467365266
1.0,dog,cup,False,1024,1.0,1.0,0.517187437415123
1.0,dog,dog,True,1024,1.0,1.0,0.4897826164960861
1.0,dog,horse,False,1024,1.0,1.0,0.42978533208370207
1.0,dog,pear,False,1024,1.0,1.0,0.44166204035282136
1.0,dog,tomato,False,1024,1.0,1.0,0.4329505145549774
1.0,horse,apple,False,1024,1.0,1.0,0.4769850969314575
1.0,horse,car,False,1024,1.0,1.0,0.5035418629646301
1.0,horse,cow,False,1024,1.0,1.0,0.416290619969368
1.0,horse,cup,False,1024,1.0,1.0,0.4997486859560013
1.0,horse,dog,False,1024,1.0,1.0,0.4686176270246506
1.0,horse,horse,True,1024,1.0,1.0,0.43827042579650877
1.0,horse,pear,False,1024,1.0,1.0,0.42607236206531524
1.0,horse,tomato,False,1024,1.0,1.0,0.42418603897094725
1.0,pear,apple,False,1024,1.0,1.0,0.47097228467464447
1.0,pear,car,False,1024,1.0,1.0,0.5119371712207794
1.0,pear,cow,False,1024,1.0,1.0,0.45242236852645873
1.0,pear,cup,False,1024,1.0,1.0,0.5094860166311264
1.0,pear,dog,False,1024,1.0,1.0,0.4838290810585022
1.0,pear,horse,False,1024,1.0,1.0,0.4328597068786621
1.0,pear,pear,True,1024,1.0,1.0,0.4162484616041183
1.0,pear,tomato,False,1024,1.0,1.0,0.4371604174375534
1.0,tomato,apple,False,1024,1.0,1.0,0.48277912437915804
1.0,tomato,car,False,1024,1.0,1.0,0.48362269401550295
1.0,tomato,cow,False,1024,1.0,1.0,0.46993687450885774
1.0,tomato,cup,False,1024,1.0,1.0,0.5063718765974045
1.0,tomato,dog,False,1024,1.0,1.0,0.4801142394542694
1.0,tomato,horse,False,1024,1.0,1.0,0.4225682348012924
1.0,tomato,pear,False,1024,1.0,1.0,0.4272262156009674
1.0,tomato,tomato,True,1024,1.0,1.0,0.4169096857309341
